cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
34115,"Fairbanks",97458,2,"Alaska","AK",83.17528,83.18427,82.73149,83.02089,85.66293,85.60329,87.57716,87.76729,76.65464,76.95876,80.43797,80.73573,81.51885,81.81134,84.68318,85.02662,.827237,.806004,1.036726,1.00193,.9331971,.9201815,.7621242,.7305975,.6512083,.6383185,.785642,.7681611,.6965923,.6829212,.7271252,.7006977,40061,51514,67391,76445,47179,55432,80259,76758
34201,"Havre",25840,30,"Montana","MT",82.31111,82.6797,82.86297,83.32167,86.74471,87.01291,88.7231,88.95842,76.25552,76.73498,80.27481,80.72791,82.71238,83.09126,83.15136,83.57446,1.225517,1.172975,1.680973,1.624917,1.88503,1.801278,2.163109,2.045293,1.044343,1.037934,1.346531,1.314177,1.699716,1.658022,2.17589,2.116308,18000,16595,14888,7001,17483,16889,14836,6365
34203,"Great Falls",95101,30,"Montana","MT",82.06454,82.36389,85.55682,85.80951,85.2875,85.67758,86.79889,87.18836,77.00259,77.40007,81.93423,82.28481,83.55271,83.93369,85.84206,86.13583,.6486165,.6228648,.7138006,.6850382,.8835705,.8478691,1.162183,1.103601,.5112416,.5037782,.6365125,.6203624,.815496,.7929461,.9068691,.8644838,65735,66017,62803,35358,62013,68034,60017,32210
34301,"Cody",37247,56,"Wyoming","WY",81.39845,81.69185,85.45255,85.70124,85.09229,85.36753,85.33652,85.61357,79.866,80.06049,81.68225,82.03185,84.78384,84.97172,87.36021,87.50373,.9750894,.9408272,1.028983,.9825382,1.269009,1.221791,1.494207,1.438901,.782044,.7624677,.859772,.833087,.840057,.8159733,1.399218,1.356336,27013,29259,30327,18705,25785,32203,29446,17214
34303,"Riverton",35804,56,"Wyoming","WY",80.2504,80.52629,82.54994,82.9405,85.45546,85.72934,87.3923,87.55639,74.96368,75.21766,79.75121,80.07635,85.11915,85.31451,85.16654,85.33019,.8926184,.8620709,1.121414,1.082366,1.122494,1.068442,1.484052,1.429397,.7587112,.7466226,.8797396,.8563972,.952762,.9156612,1.368391,1.331253,27717,27051,26375,16434,25247,27095,25923,15249
34304,"Sheridan",46306,56,"Wyoming","WY",81.23962,81.51945,84.59189,84.9392,86.13858,86.44238,88.33101,88.52707,75.44624,75.83424,81.94807,82.29875,84.02742,84.2759,83.50391,83.7742,.8371508,.8083431,.9784607,.9331907,1.172447,1.112557,1.21858,1.159491,.6367268,.6304933,.8102653,.7859903,.9239791,.8885452,1.339513,1.303536,33555,33628,34074,24894,31614,33950,34213,22645
34308,"Billings",152638,30,"Montana","MT",82.00172,82.35806,84.5254,84.85645,86.37923,86.64255,88.85291,88.97288,76.98823,77.36598,81.41025,81.75735,84.69745,84.95805,86.34534,86.55517,.4948994,.4803529,.5840238,.5598575,.6433554,.6176768,.76458,.7407488,.3988751,.3941092,.4966107,.4868742,.540637,.5208245,.7016075,.6800257,104306,110929,120852,87076,96134,113897,120421,81944
34402,"Bozeman",93985,30,"Montana","MT",83.71326,84.06308,86.89368,87.1885,88.75979,88.95062,87.46428,87.71185,79.44953,79.83083,83.99764,84.34648,85.78714,86.04498,87.94324,88.13805,.7717299,.7345647,.7497949,.7079244,.7032361,.6681073,1.072859,1.023183,.5899813,.580014,.6992531,.6767187,.7189813,.6916034,.6964926,.6670702,62389,68463,68949,53731,65694,75450,68245,51376
34403,"Helena",70150,30,"Montana","MT",82.28397,82.58517,84.60092,84.85333,86.67213,87.00969,87.32932,87.66684,78.00903,78.38467,82.00166,82.32113,84.88909,85.23096,86.27875,86.56387,.7710614,.7420878,.7234686,.6959009,.8530299,.8084314,1.253237,1.19053,.6088696,.5960202,.6980647,.6822044,.7378543,.7074459,.8998263,.855001,47717,59832,64363,43198,47853,58423,63323,39194
34404,"Butte",54033,30,"Montana","MT",80.29317,80.61938,83.94027,84.27927,84.57768,84.99943,87.61204,87.90166,75.86378,76.19263,81.58129,81.91923,82.8295,83.22131,85.85711,86.17354,.7837577,.7607506,.9095252,.872089,1.114803,1.066468,1.606161,1.525068,.6064959,.5976099,.7563345,.7348781,.9353247,.9025615,1.482332,1.420017,38716,37159,34159,19311,38263,39872,34124,17929
34503,"Kalispell",111205,30,"Montana","MT",83.80936,84.11393,86.50542,86.77893,88.1656,88.38207,88.55147,88.7588,79.62237,79.96591,83.30998,83.64501,84.94681,85.24168,86.26112,86.52502,.5530719,.5299174,.588064,.5581017,.6443224,.6132911,.9375025,.8934814,.4583665,.4485307,.5205982,.5009211,.6362144,.6133597,.8189861,.7860208,105990,95251,79932,49708,98734,99588,75533,45414
34504,"Missoula",135756,30,"Montana","MT",83.7569,84.09608,85.40321,85.71346,86.55715,86.8081,88.48071,88.69479,78.56514,78.99892,82.29507,82.63964,86.42471,86.64395,85.23906,85.58137,.5414733,.520019,.6520576,.6230317,.8044894,.7753856,.662798,.6278365,.4921958,.4857862,.5129678,.5023241,.5560094,.534648,.8175682,.7880927,101512,97759,95500,67175,96932,100920,93375,61507
34601,"Gillette",46229,56,"Wyoming","WY",79.85016,80.30761,84.51442,84.79724,85.29989,85.58852,85.67088,85.86902,74.22788,74.69586,80.01878,80.36066,81.03748,81.41405,84.41856,84.58765,1.010948,.9749652,1.112926,1.060772,1.065694,1.018114,1.349699,1.29976,.7256216,.7324634,.9042284,.8803631,.8893433,.8706907,1.110584,1.078426,22942,26364,43202,39722,20309,31456,53294,38897
34603,"Casper",78585,56,"Wyoming","WY",79.63946,79.89111,83.52768,83.85508,84.11652,84.39956,87.87892,88.06229,74.54097,74.78499,81.54401,81.78166,82.16103,82.48203,84.75048,84.96412,.692804,.6720233,.8611471,.8272281,.8790548,.8494839,.9184319,.8779386,.565652,.5588561,.6130409,.5963848,.7302954,.7107708,.8678271,.8435079,47799,49878,61926,51462,44023,55758,67121,49815
34701,"Honolulu",876156,15,"Hawaii","HI",84.44231,80.32243,86.0917,82.00317,86.79381,82.76376,88.74017,85.31634,78.41307,75.97797,81.1936,78.94048,83.31756,81.28603,85.86275,84.1887,.2622199,.862567,.2632836,.9127835,.2797345,.9473476,.2482074,.9059239,.2123518,.5435516,.2425796,.6466637,.2468099,.6592827,.2426948,.6416703,454442,557538,578314,605612,446383,530898,598614,573886
34702,"Kauai",58463,15,"Hawaii","HI",83.61829,80.72758,87.29264,85.1434,84.53474,81.25056,85.66655,82.55895,78.76543,77.20157,82.62667,81.28156,83.30166,81.97656,84.93929,83.65147,.966832,1.159165,.7556167,1.005914,1.074572,1.290259,1.363031,1.558766,.7850956,.8429243,.7624288,.8299947,.9710495,1.082893,1.058412,1.188792,40281,47994,44962,31788,41833,48139,44781,29428
34703,"Maui",128241,15,"Hawaii","HI",83.67735,81.84774,86.02981,83.64664,87.25415,84.76254,87.44671,84.99854,78.46861,77.5971,80.4166,79.20625,82.47655,81.28848,84.50851,83.45412,.6433977,.7947591,.6009009,.8586035,.6495624,.9418471,.876591,1.192143,.47066,.5088633,.5424122,.6185524,.6135602,.722167,.7989941,.9094637,91376,107678,97068,69127,95340,105262,98450,65960
34801,"Las Vegas",49495,35,"New Mexico","NM",84.18871,81.01965,84.83741,83.05003,87.9939,86.7728,89.24738,88.2036,78.32601,74.80569,82.17965,80.14572,82.68597,81.23148,86.28017,85.12347,.7424482,.9518301,1.165596,1.239857,1.332247,1.467859,1.436894,1.602227,.6259453,.7129303,.8557409,.9215019,1.318408,1.334655,1.658728,1.746952,45281,33494,20904,10464,43945,30997,18704,8880
34802,"Santa Fe",218804,35,"New Mexico","NM",85.36559,83.33039,86.1666,84.7081,88.07772,87.09021,88.3822,88.02867,80.33321,78.01007,83.48593,81.90164,85.26824,84.17873,87.00524,86.68326,.382088,.5128726,.4869314,.5798826,.4838493,.5494283,.399056,.4075832,.3348136,.4167569,.4430651,.5098183,.5104142,.5629832,.4154404,.4254439,176584,168122,138474,157426,168165,137587,125354,145210
34805,"Alamosa",46190,8,"Colorado","CO",84.5911,82.68806,87.05325,85.82692,88.44215,87.83454,90.94997,90.71567,79.49767,77.49353,82.31631,80.89062,84.99361,84.38669,86.67364,86.30883,.8011856,.8706458,.9934393,1.107584,.9629416,1.011523,1.077382,1.113995,.7123297,.7447889,.9608414,.9967751,1.272773,1.289194,1.176934,1.202364,39751,29433,22098,12388,39394,30120,20556,10967
34901,"Albuquerque",755244,35,"New Mexico","NM",82.92603,81.0876,85.08652,83.81204,86.4167,85.62869,87.81069,87.49705,77.39407,75.53149,81.05483,79.78654,83.88329,83.12782,85.87638,85.61835,.232064,.3340932,.2755161,.3540697,.2886622,.3307026,.3117722,.3175986,.1946361,.2550524,.2512277,.2882174,.2752365,.3043802,.2729106,.2758582,526483,542989,487580,455481,498621,474507,458427,428204
35001,"Phoenix",3303211,4,"Arizona","AZ",82.60304,82.18101,84.3652,84.16684,85.98908,85.89705,87.42033,87.46128,77.36494,76.97443,80.30869,80.14871,82.69735,82.65918,85.10274,85.22316,.1241329,.1314236,.1373419,.1419551,.1430874,.1454141,.1501148,.1518092,.1029322,.1081113,.1220575,.1253219,.1333697,.1356277,.135388,.1365995,1847039,2145408,2059916,2164964,1897655,1959266,1953740,2111806
35002,"Safford",42036,4,"Arizona","AZ",82.44293,81.41766,84.45103,83.67776,83.97676,83.30283,89.64703,89.42989,76.49641,75.38371,80.83372,80.12,84.68109,84.09405,82.76638,82.67866,1.092115,1.095725,1.205528,1.223474,1.388187,1.376963,1.376678,1.389353,.8587877,.8509468,1.054025,1.045101,1.306805,1.324793,2.048333,2.013369,21262,20052,21644,9888,18717,23160,23086,9072
35100,"Tucson",999882,4,"Arizona","AZ",83.09171,82.05811,84.70589,84.10818,86.0481,85.82772,87.88456,87.78984,77.89796,76.97138,81.33655,80.85908,82.88699,82.74258,85.65554,85.66455,.2044845,.2423411,.2424388,.2583124,.2483598,.2514471,.2656517,.2632837,.1695287,.1856273,.2139048,.218306,.2394129,.2397045,.2520457,.2468423,705725,670335,604476,547966,672893,606599,564184,497988
35201,"Grand Junction",187857,8,"Colorado","CO",83.88319,83.84296,84.98664,85.1494,87.43565,87.53992,88.01961,88.27596,77.95281,77.89705,82.30607,82.45126,84.57382,84.70203,85.97112,86.25229,.4302186,.416007,.4920699,.4733169,.5037568,.489019,.6427266,.6117097,.3489755,.3432468,.4136196,.4044708,.5022421,.4947512,.5843514,.5597314,143448,147748,148169,103355,136789,149073,143120,94580
35300,"Farmington",168198,35,"New Mexico","NM",83.70715,83.38176,86.2726,86.04549,86.62889,86.77146,88.56737,88.76012,79.07305,78.70057,81.31109,81.12192,84.1615,84.29808,85.60767,85.89217,.4878548,.4837154,.5172858,.5170392,.6446862,.6210737,.5742956,.5415853,.4266513,.4280199,.5280983,.5223745,.5282573,.5162714,.6521544,.6201155,132686,113864,109844,92036,113226,112775,115267,86428
35401,"Flagstaff",289883,4,"Arizona","AZ",83.22092,83.36898,85.75674,85.86075,86.25876,86.37217,87.38765,87.57457,78.1839,78.34153,82.84457,82.96214,84.65356,84.77135,86.25941,86.42731,.3226277,.3155817,.3629023,.3491424,.4027067,.3888388,.5091466,.4867113,.284458,.2832671,.3286625,.3196758,.376653,.3687733,.4133379,.3993494,244998,226551,201800,153409,227347,207772,182512,132682
35402,"Cortez",40087,8,"Colorado","CO",82.29666,82.28477,84.09058,84.40943,86.42496,86.63783,88.14143,88.12592,80.17645,80.20512,82.94411,83.20271,84.60973,84.78444,86.84698,86.86687,.9667188,.9402315,1.245151,1.192554,1.373112,1.313842,1.299891,1.276085,.8485553,.8308007,.9599481,.9247208,1.0423,1.009075,1.467345,1.442687,27262,25488,22890,12914,25392,25994,21918,11162
35500,"Gallup",241691,4,"Arizona","AZ",83.82751,83.83885,84.58073,84.68296,86.81065,86.86995,86.78035,86.85347,77.98616,77.99357,82.36495,82.38235,84.367,84.4029,83.55064,83.65728,.3925388,.3856876,.547094,.5354992,.5804891,.5616391,.930995,.9026237,.3332202,.3306956,.4312834,.4253534,.5515906,.5380709,.854248,.8334894,207333,148280,101970,50555,180214,129345,93870,43709
35600,"Hawaii",148677,15,"Hawaii","HI",83.87778,82.26493,85.05354,82.83282,87.79663,85.62225,88.17104,86.18461,78.55526,77.64072,82.0622,81.00724,83.5789,82.47906,85.58909,84.71712,.5285179,.6338504,.6318491,.8386248,.6128144,.8855852,.774742,1.084663,.4011535,.4230151,.4984257,.5850397,.5919381,.7091397,.701827,.7902688,121626,119452,103583,74377,123248,115701,100480,67309
35701,"Twin Falls",120807,16,"Idaho","ID",82.36199,82.58005,83.30605,83.61664,86.3905,86.4968,89.39888,89.56183,77.40735,77.56711,81.67279,81.87276,83.20241,83.28865,85.63326,85.85202,.5763713,.5507798,.6865659,.6636591,.7826742,.7555676,.7773198,.7378252,.470574,.4656548,.5294438,.5132822,.6711381,.657481,.7716909,.7436045,85303,87948,76475,50964,88481,99157,72821,46022
35702,"Burley",41590,16,"Idaho","ID",84.29355,83.69843,87.37288,87.342,85.77092,85.97726,87.95476,88.26992,78.24281,77.6105,80.66852,80.76251,86.1684,86.20319,84.59483,84.95021,.9132674,.9091635,.9624218,.9246415,1.504007,1.446388,2.09407,1.973474,.7956374,.7815518,.945033,.9235333,.9758036,.9500009,2.151649,2.073567,25750,28782,22980,9825,27322,32995,21559,8699
35801,"Boise",493970,16,"Idaho","ID",82.80511,82.86906,85.87191,86.01886,86.37729,86.61689,88.3536,88.45361,78.06966,78.15974,82.12521,82.31743,84.27735,84.54018,86.82812,86.97227,.3316775,.3252403,.3221338,.312909,.3807647,.3661776,.4310115,.4230588,.269356,.2674546,.3129692,.3097583,.3329236,.3268782,.3737017,.3632063,302310,361091,363722,297603,294197,358331,356784,288591
35802,"Ontario",62170,41,"Oregon","OR",82.0215,82.01249,84.58154,84.76655,84.13354,84.16171,84.32066,84.05233,78.69694,78.67233,81.58404,81.70082,83.25169,83.23602,86.31776,86.33601,.7828217,.7543945,.9210665,.88479,1.341208,1.306707,1.83601,1.79837,.6559826,.6381533,.7533358,.7325305,1.103721,1.082619,1.391505,1.363542,43143,40647,32217,14524,42676,42151,29472,12898
35901,"St. George",130138,49,"Utah","UT",83.75099,84.01164,85.95528,86.10196,87.30773,87.43162,88.18199,88.45688,78.99865,79.29983,82.59058,82.77866,84.94695,85.12071,87.78064,88.00651,.5459749,.520709,.5803705,.5557877,.5991974,.5794376,.8750312,.8274394,.5003545,.4861397,.5618443,.5427769,.5975281,.5815552,.7196651,.6831656,81049,84472,86595,56918,72950,83035,81928,49821
35902,"Price",54045,49,"Utah","UT",83.57492,83.5918,85.62513,85.82267,85.48777,85.7938,88.135,88.35394,76.05534,75.97655,80.90077,81.15629,83.84267,84.1238,87.38096,87.52695,.8845868,.8549564,.9765503,.9322948,1.125192,1.073305,1.457571,1.387534,.7129748,.7025669,.866222,.8446086,.9727083,.9402457,1.221959,1.175409,29379,28525,34844,17929,26161,32668,37217,15958
35904,"Richfield",25012,49,"Utah","UT",81.22591,81.75099,86.47675,86.63654,85.19173,85.50082,82.88053,83.38296,77.50808,77.93497,81.41806,81.7206,81.68734,82.05612,85.43898,85.756,1.391439,1.345193,1.192252,1.1451,1.495193,1.428369,2.32538,2.28096,1.068213,1.035418,1.197976,1.169195,1.394754,1.359141,2.006705,1.930915,15253,15584,15774,7039,14090,17026,15231,6038
36000,"Provo",389179,49,"Utah","UT",83.68475,83.59795,85.70464,85.80408,86.62563,86.83648,89.24796,89.37932,78.9982,78.91698,81.5165,81.6986,84.44489,84.67967,88.02936,88.18759,.4744951,.4598911,.4822472,.4658491,.4914568,.4733864,.4375883,.4197268,.4142941,.4051932,.4432268,.4352625,.4474554,.4387043,.4329523,.416427,134611,164502,223638,185847,124259,168522,228813,180500
36100,"Salt Lake City",1426729,49,"Utah","UT",82.43945,82.21261,84.88021,84.75677,86.40076,86.4074,88.92967,89.01546,76.9757,76.81122,81.11337,81.08041,84.03373,84.11797,86.42,86.59542,.2189499,.219413,.2255925,.2272677,.2182111,.2162621,.2053632,.200616,.1890121,.18751,.2053068,.2039448,.1975951,.1967122,.2140122,.2107816,580718,758921,957240,886350,580050,766065,974206,858245
36200,"Logan",149590,49,"Utah","UT",83.979,84.13048,84.38486,84.79462,88.2466,88.33669,89.1333,89.22852,78.99422,79.18157,83.22918,83.53263,87.23766,87.32729,86.94302,87.09579,.7157873,.683788,.7565746,.7275138,.6081448,.5896779,.752317,.7249139,.6534806,.6358404,.5994672,.5767445,.5470049,.5315425,.7704065,.7412977,53008,77699,101788,60221,50567,84577,102667,55619
36301,"Pocatello",269722,16,"Idaho","ID",81.37634,81.6043,85.25693,85.45335,87.08711,87.23366,87.3993,87.66375,77.72782,77.87975,81.93987,82.12599,83.91216,84.12277,86.24821,86.47363,.4503044,.4376948,.4523326,.4349202,.4833483,.466765,.6334364,.6019119,.366432,.3596148,.3966085,.3885736,.4564111,.4490143,.542549,.522496,141876,160184,177294,119252,136310,170699,181373,110526
36401,"Steamboat Springs",38860,8,"Colorado","CO",84.49374,84.45799,84.01573,84.3338,87.86121,88.07901,89.66015,89.79495,80.0154,80.01543,80.97256,81.29822,81.99268,82.39732,88.37359,88.50561,1.104106,1.076917,1.352515,1.289672,1.166653,1.105341,1.297678,1.245674,.9236037,.9030379,1.091163,1.063073,1.123302,1.090715,1.021389,.9850422,20596,23889,31800,30138,22973,27870,35730,28820
36402,"Vernal",39595,49,"Utah","UT",81.22686,81.43522,84.96719,85.25967,86.92191,87.14436,89.6072,89.74829,75.99618,76.1577,83.89394,84.06742,83.68588,83.95203,84.788,85.09712,1.010973,.977358,1.156469,1.105028,1.178911,1.12358,1.192785,1.131413,.8442481,.8331909,.8999361,.8675604,.992179,.9542746,1.476896,1.417616,22756,21974,26205,17609,19015,24072,29334,17387
36404,"Rock Springs",80730,56,"Wyoming","WY",82.17686,82.14976,83.79854,83.98116,85.76192,85.94511,86.71825,86.9532,75.46115,75.58435,79.57882,79.76417,82.13274,82.3895,85.63254,85.85549,.8137585,.7924673,.8350294,.8061383,.7604041,.732702,.8260038,.7877848,.6277912,.6167955,.6285049,.6170301,.6532471,.6372274,.7362301,.7058812,40432,44733,70426,60042,36739,52289,86476,59592
36501,"Klamath Falls",151353,6,"California","CA",82.22805,82.43083,83.85015,83.9972,85.29919,85.52151,87.55949,87.81804,77.95358,78.1774,81.41643,81.58607,82.87968,83.12959,83.93399,84.277,.4550591,.4395777,.6014221,.5824988,.6493763,.6240511,.8021544,.7593712,.3980408,.3931605,.4837056,.4773723,.5707307,.5556245,.873512,.8475197,111442,98901,94188,56631,107371,104288,89331,50253
36600,"Redding",219295,6,"California","CA",81.86106,81.9281,84.45659,84.64693,86.21403,86.39725,87.35772,87.57249,77.30729,77.42861,81.42391,81.64061,83.5706,83.76322,84.94077,85.1624,.4063704,.3947364,.4751355,.456805,.5053979,.484283,.6367598,.6086652,.3199004,.3153924,.3884416,.3810522,.4476383,.4422418,.590893,.5747585,168584,155335,146111,102505,158562,151923,135756,91844
36700,"Eureka",139540,6,"California","CA",82.70006,82.90926,84.11115,84.30959,85.83418,86.01215,88.66059,88.80541,77.68318,77.92067,82.23955,82.47864,82.88533,83.1435,86.46952,86.64857,.5359036,.5168355,.6584577,.635331,.6620054,.6361961,.6784837,.6451595,.4190874,.4125799,.5379947,.5242103,.6321789,.614499,.7258086,.6973354,102573,90481,83840,54695,98092,89677,77564,47919
36800,"Medford",256995,41,"Oregon","OR",82.84114,82.99538,84.78597,85.07458,86.01558,86.28381,87.37181,87.61509,78.23424,78.44166,81.70028,82.01714,84.41649,84.70646,87.92393,88.111,.3351067,.3264452,.3995155,.3828714,.493094,.4747669,.5992711,.5740716,.2994872,.2965264,.3598539,.3541389,.4466234,.4335019,.4698928,.4488061,227570,202510,175519,112561,208577,195284,157338,98931
36901,"Crescent City",48644,6,"California","CA",82.4567,82.58212,81.9295,82.22776,85.80886,86.10293,87.45697,87.49554,76.87613,77.16534,80.83003,81.02796,84.6684,84.87528,82.22869,82.48177,.7128057,.6861692,.9184299,.8825964,.9734674,.9248791,1.368261,1.328878,.6057729,.5973922,.7881824,.7645453,.9145556,.8946544,1.287661,1.254629,41176,32280,29038,17946,37986,30700,26253,15245
36902,"Roseburg",163178,41,"Oregon","OR",81.21876,81.5677,83.43295,83.75933,84.90452,85.22672,86.58642,86.84888,77.14902,77.47449,81.44981,81.77349,83.44371,83.74332,82.62132,83.00827,.4395065,.4257728,.5094581,.4935014,.6170701,.5916771,.8908415,.8559496,.3553896,.351861,.4284391,.4201851,.5053471,.4913411,.8460515,.8231187,140821,126230,111599,55975,125135,132074,102840,47661
37000,"Modesto",729182,6,"California","CA",83.13017,82.04736,83.7106,82.8701,85.24742,84.76264,88.00227,87.74867,79.09047,78.01382,80.87511,80.05354,83.34377,82.88599,85.04922,84.89481,.2536223,.2799344,.3024805,.3192618,.3189918,.3302988,.3527097,.3579105,.2078378,.2239561,.2673452,.2771443,.3050507,.3093415,.3621867,.3605307,482560,441442,413745,313392,472788,460655,408700,292200
37100,"Bakersfield",661645,6,"California","CA",82.24199,81.11775,82.76419,81.60143,84.548,83.82498,86.24596,85.97618,77.80288,76.66959,79.77478,78.69566,81.44559,80.8687,84.24377,84.07119,.2768618,.3094283,.3664305,.3911499,.3628487,.3766979,.3972395,.395053,.2173093,.2342553,.3001769,.3171122,.3202046,.3190788,.365442,.3612693,455544,349056,331135,308103,454778,356503,342246,299682
37200,"Fresno",1419998,6,"California","CA",83.66733,81.82018,84.52394,83.16156,86.17992,85.35814,87.651,87.32393,79.78908,77.94681,81.20512,79.85366,83.15321,82.35291,84.99399,84.72042,.187894,.2817939,.2478596,.3169147,.2614959,.2979326,.280318,.2868434,.1469715,.2206111,.2184119,.2628617,.2482997,.2702551,.2642349,.2642915,953147,763971,650578,550334,1039246,765186,615119,509637
37300,"Chico",387577,6,"California","CA",82.4757,82.01334,83.40842,83.20993,85.91315,85.78285,87.38973,87.31675,77.94408,77.50866,81.22653,81.03298,83.67663,83.65836,85.10565,85.14622,.3379373,.3362421,.410213,.4043544,.4134946,.4103707,.5267801,.5238166,.2714724,.267993,.3489791,.3430218,.3896327,.3826605,.4920067,.4791523,261013,241547,218467,166191,263610,238836,207339,151231
37400,"Sacramento",2570609,6,"California","CA",82.63299,81.53432,84.24092,83.56279,85.70022,85.24303,87.86494,87.5461,78.31012,77.53944,80.66428,80.2337,83.02554,82.79846,85.34219,85.25566,.1446522,.2111283,.1544401,.1870119,.156328,.1815261,.1523869,.1747748,.1238715,.1480862,.1391467,.1490338,.1501326,.1553344,.1488461,.1557063,1472486,1632851,1781279,1937432,1467143,1497701,1662302,1840112
